start_id,end_id,relation,:TYPE
400798,100777,employ_of,employ_of
400799,100801,employ_of,employ_of
400800,100651,employ_of,employ_of
400801,100651,employ_of,employ_of
400802,100651,employ_of,employ_of
400803,100651,employ_of,employ_of
400804,100384,employ_of,employ_of
400805,100384,employ_of,employ_of
400806,100384,employ_of,employ_of
400807,100384,employ_of,employ_of
400808,100384,employ_of,employ_of
400809,100384,employ_of,employ_of
400810,100384,employ_of,employ_of
400811,100384,employ_of,employ_of
400812,100384,employ_of,employ_of
400813,100384,employ_of,employ_of
400814,100384,employ_of,employ_of
400815,100384,employ_of,employ_of
400816,100384,employ_of,employ_of
400817,100384,employ_of,employ_of
400818,100384,employ_of,employ_of
400819,100384,employ_of,employ_of
400820,100384,employ_of,employ_of
400821,100384,employ_of,employ_of
400822,100384,employ_of,employ_of
400823,100384,employ_of,employ_of
400824,100384,employ_of,employ_of
400825,100384,employ_of,employ_of
400826,100384,employ_of,employ_of
400827,100384,employ_of,employ_of
400828,100384,employ_of,employ_of
400829,100384,employ_of,employ_of
400830,100384,employ_of,employ_of
400831,100380,employ_of,employ_of
400832,100380,employ_of,employ_of
400833,100380,employ_of,employ_of
400834,100380,employ_of,employ_of
400835,100380,employ_of,employ_of
400836,100380,employ_of,employ_of
400837,100380,employ_of,employ_of
400838,100380,employ_of,employ_of
400839,100380,employ_of,employ_of
400840,100380,employ_of,employ_of
400841,100380,employ_of,employ_of
400842,100380,employ_of,employ_of
400843,100380,employ_of,employ_of
400844,100380,employ_of,employ_of
400845,100380,employ_of,employ_of
400846,100380,employ_of,employ_of
400847,100380,employ_of,employ_of
400848,100380,employ_of,employ_of
400849,100380,employ_of,employ_of
400850,100380,employ_of,employ_of
400851,100380,employ_of,employ_of
400852,100380,employ_of,employ_of
400853,100380,employ_of,employ_of
400854,100380,employ_of,employ_of
400855,100380,employ_of,employ_of
400856,100380,employ_of,employ_of
400857,100380,employ_of,employ_of
400858,100441,employ_of,employ_of
400859,100441,employ_of,employ_of
400860,100441,employ_of,employ_of
400861,100441,employ_of,employ_of
400862,100441,employ_of,employ_of
400863,100441,employ_of,employ_of
400864,100441,employ_of,employ_of
400865,100441,employ_of,employ_of
400866,100431,employ_of,employ_of
400867,100431,employ_of,employ_of
